Simulation_Number,T0,T1,Percentage_Change,Class
48480,1,1.00134138,0.0013,Volatility
48481,1,0.980264684,-0.0197,Volatility
48482,1,0.96381382,-0.0362,Volatility
48483,1,0.986729628,-0.0133,Volatility
48484,1,0.999451346,-0.0005,Volatility
48485,1,1.012005507,0.012,Volatility
48486,1,1.010050757,0.0101,Volatility
48487,1,1.012661747,0.0127,Volatility
48488,1,1.010743978,0.0107,Volatility
48489,1,1.035947051,0.0359,Volatility
48490,1,1.009795539,0.0098,Volatility
48491,1,0.981549914,-0.0185,Volatility
48492,1,0.984445679,-0.0156,Volatility
48493,1,0.995171707,-0.0048,Volatility
48494,1,0.985551265,-0.0144,Volatility
48495,1,1.000172522,0.0002,Volatility
48496,1,0.999111395,-0.0009,Volatility
48497,1,1.010548793,0.0105,Volatility
48498,1,1.017776133,0.0178,Volatility
48499,1,1.029281059,0.0293,Volatility
48500,1,1.026324333,0.0263,Volatility
48501,1,0.962139961,-0.0379,Volatility
48502,1,1.023364588,0.0234,Volatility
48503,1,0.99801359,-0.002,Volatility
48504,1,0.999651543,-0.0003,Volatility
48505,1,0.99372642,-0.0063,Volatility
48506,1,0.990799381,-0.0092,Volatility
48507,1,0.988604558,-0.0114,Volatility
48508,1,0.983855649,-0.0161,Volatility
48509,1,0.991918604,-0.0081,Volatility
48510,1,0.997789712,-0.0022,Volatility
48511,1,1.005351185,0.0054,Volatility
48512,1,1.003406205,0.0034,Volatility
48513,1,0.99040226,-0.0096,Volatility
48514,1,0.991498711,-0.0085,Volatility
48515,1,1.005424828,0.0054,Volatility
48516,1,0.977914766,-0.0221,Volatility
48517,1,1.009982508,0.01,Volatility
48518,1,0.98332122,-0.0167,Volatility
48519,1,1.027460853,0.0275,Volatility
48520,1,0.972243577,-0.0278,Volatility
48521,1,1.002265702,0.0023,Volatility
48522,1,0.966058312,-0.0339,Volatility
48523,1,1.003619721,0.0036,Volatility
48524,1,1.006926491,0.0069,Volatility
48525,1,0.983923509,-0.0161,Volatility
48526,1,0.999807744,-0.0002,Volatility
48527,1,1.019745414,0.0197,Volatility
48528,1,0.99837314,-0.0016,Volatility
48529,1,0.984530663,-0.0155,Volatility
48530,1,1.020226109,0.0202,Volatility
48531,1,0.992252017,-0.0077,Volatility
48532,1,0.994159764,-0.0058,Volatility
48533,1,0.991023212,-0.009,Volatility
48534,1,1.015011059,0.015,Volatility
48535,1,1.003764336,0.0038,Volatility
48536,1,0.988951651,-0.011,Volatility
48537,1,1.014914184,0.0149,Volatility
48538,1,0.964034523,-0.036,Volatility
48539,1,1.004566971,0.0046,Volatility
48540,1,0.994236809,-0.0058,Volatility
48541,1,0.98698183,-0.013,Volatility
48542,1,0.991781662,-0.0082,Volatility
48543,1,1.003016504,0.003,Volatility
48544,1,0.991725876,-0.0083,Volatility
48545,1,1.010035264,0.01,Volatility
48546,1,1.002690536,0.0027,Volatility
48547,1,1.010872158,0.0109,Volatility
48548,1,1.004812985,0.0048,Volatility
48549,1,0.989234417,-0.0108,Volatility
48550,1,1.015076938,0.0151,Volatility
48551,1,0.988628121,-0.0114,Volatility
48552,1,1.006509326,0.0065,Volatility
48553,1,0.983086839,-0.0169,Volatility
48554,1,0.998827585,-0.0012,Volatility
48555,1,0.992185356,-0.0078,Volatility
48556,1,0.977996587,-0.022,Volatility
48557,1,1.015469115,0.0155,Volatility
48558,1,1.009774719,0.0098,Volatility
48559,1,1.007904468,0.0079,Volatility
48560,1,1.007239413,0.0072,Volatility
48561,1,0.994230995,-0.0058,Volatility
48562,1,0.99270312,-0.0073,Volatility
48563,1,1.012286884,0.0123,Volatility
48564,1,1.015609028,0.0156,Volatility
48565,1,1.002027965,0.002,Volatility
48566,1,0.997131326,-0.0029,Volatility
48567,1,1.001599545,0.0016,Volatility
48568,1,1.004455866,0.0045,Volatility
48569,1,0.998576845,-0.0014,Volatility
48570,1,0.99768546,-0.0023,Volatility
48571,1,0.981055223,-0.0189,Volatility
48572,1,0.992937917,-0.0071,Volatility
48573,1,1.026606382,0.0266,Volatility
48574,1,0.999956421,0,Volatility
48575,1,0.96915169,-0.0308,Volatility
48576,1,0.996685545,-0.0033,Volatility
48577,1,1.007051249,0.0071,Volatility
48578,1,1.005857055,0.0059,Volatility
48579,1,0.995880683,-0.0041,Volatility
48580,1,1.002920716,0.0029,Volatility
48581,1,0.986725967,-0.0133,Volatility
48582,1,1.011175476,0.0112,Volatility
48583,1,0.99355119,-0.0064,Volatility
48584,1,0.994964828,-0.005,Volatility
48585,1,1.010999113,0.011,Volatility
48586,1,1.008748967,0.0087,Volatility
48587,1,1.009978407,0.01,Volatility
48588,1,0.988667902,-0.0113,Volatility
48589,1,0.990452725,-0.0095,Volatility
48590,1,0.976294301,-0.0237,Volatility
48591,1,1.001449567,0.0014,Volatility
48592,1,0.992849277,-0.0072,Volatility
48593,1,0.992198748,-0.0078,Volatility
48594,1,1.009218586,0.0092,Volatility
48595,1,0.986649183,-0.0134,Volatility
48596,1,0.996275625,-0.0037,Volatility
48597,1,1.02823746,0.0282,Volatility
48598,1,1.007371794,0.0074,Volatility
48599,1,1.025591284,0.0256,Volatility
48600,1,1.017655801,0.0177,Volatility
48601,1,0.990350417,-0.0096,Volatility
48602,1,0.994253439,-0.0057,Volatility
48603,1,1.010445803,0.0104,Volatility
48604,1,0.979841113,-0.0202,Volatility
48605,1,1.009752845,0.0098,Volatility
48606,1,0.989532969,-0.0105,Volatility
48607,1,1.000638084,0.0006,Volatility
48608,1,1.008889503,0.0089,Volatility
48609,1,1.017543416,0.0175,Volatility
48610,1,0.994914496,-0.0051,Volatility
48611,1,0.972129722,-0.0279,Volatility
48612,1,1.013209942,0.0132,Volatility
48613,1,1.006105478,0.0061,Volatility
48614,1,1.001738128,0.0017,Volatility
48615,1,0.987530234,-0.0125,Volatility
48616,1,1.004023727,0.004,Volatility
48617,1,1.014199748,0.0142,Volatility
48618,1,1.000101843,0.0001,Volatility
48619,1,1.016354688,0.0164,Volatility
48620,1,1.020277597,0.0203,Volatility
48621,1,1.001836043,0.0018,Volatility
48622,1,1.020721865,0.0207,Volatility
48623,1,0.990328763,-0.0097,Volatility
48624,1,1.001852753,0.0019,Volatility
48625,1,0.984747889,-0.0153,Volatility
48626,1,1.003504215,0.0035,Volatility
48627,1,0.987421735,-0.0126,Volatility
48628,1,0.976605599,-0.0234,Volatility
48629,1,1.004454571,0.0045,Volatility
48630,1,1.001359511,0.0014,Volatility
48631,1,1.002703265,0.0027,Volatility
48632,1,1.00111496,0.0011,Volatility
48633,1,0.984919656,-0.0151,Volatility
48634,1,1.011296609,0.0113,Volatility
48635,1,1.018292642,0.0183,Volatility
48636,1,1.013865001,0.0139,Volatility
48637,1,1.023053905,0.0231,Volatility
48638,1,1.001925937,0.0019,Volatility
48639,1,0.980102964,-0.0199,Volatility
48640,1,0.994704143,-0.0053,Volatility
48641,1,0.989076766,-0.0109,Volatility
48642,1,1.000100754,0.0001,Volatility
48643,1,0.993349487,-0.0067,Volatility
48644,1,1.005110982,0.0051,Volatility
48645,1,0.9947777,-0.0052,Volatility
48646,1,0.986133783,-0.0139,Volatility
48647,1,0.995677787,-0.0043,Volatility
48648,1,1.003635882,0.0036,Volatility
48649,1,0.994115129,-0.0059,Volatility
48650,1,0.996966672,-0.003,Volatility
48651,1,1.008849279,0.0088,Volatility
48652,1,1.003252999,0.0033,Volatility
48653,1,0.9886611,-0.0113,Volatility
48654,1,0.997653983,-0.0023,Volatility
48655,1,1.017696748,0.0177,Volatility
48656,1,0.994761042,-0.0052,Volatility
48657,1,1.015010796,0.015,Volatility
48658,1,1.001077669,0.0011,Volatility
48659,1,1.001348548,0.0013,Volatility
48660,1,1.001835975,0.0018,Volatility
48661,1,0.996725369,-0.0033,Volatility
48662,1,1.001318825,0.0013,Volatility
48663,1,0.990683749,-0.0093,Volatility
48664,1,1.011709411,0.0117,Volatility
48665,1,0.990870477,-0.0091,Volatility
48666,1,0.986754604,-0.0132,Volatility
48667,1,0.983595002,-0.0164,Volatility
48668,1,1.008653695,0.0087,Volatility
48669,1,1.005232386,0.0052,Volatility
48670,1,1.011483957,0.0115,Volatility
48671,1,0.995669023,-0.0043,Volatility
48672,1,1.024528756,0.0245,Volatility
48673,1,0.993571648,-0.0064,Volatility
48674,1,1.009076805,0.0091,Volatility
48675,1,0.989769521,-0.0102,Volatility
48676,1,1.025505212,0.0255,Volatility
48677,1,1.028144863,0.0281,Volatility
48678,1,0.986159043,-0.0138,Volatility
48679,1,0.990950493,-0.009,Volatility
48680,1,0.982604229,-0.0174,Volatility
48681,1,1.008799541,0.0088,Volatility
48682,1,1.006740228,0.0067,Volatility
48683,1,1.003268889,0.0033,Volatility
48684,1,1.018529231,0.0185,Volatility
48685,1,0.997721465,-0.0023,Volatility
48686,1,1.002846284,0.0028,Volatility
48687,1,1.003925787,0.0039,Volatility
48688,1,0.998350088,-0.0016,Volatility
48689,1,1.008853521,0.0089,Volatility
48690,1,1.004646453,0.0046,Volatility
48691,1,0.993438365,-0.0066,Volatility
48692,1,0.995521325,-0.0045,Volatility
48693,1,1.001668516,0.0017,Volatility
48694,1,0.986713543,-0.0133,Volatility
48695,1,1.003641728,0.0036,Volatility
48696,1,1.004637387,0.0046,Volatility
48697,1,0.973259059,-0.0267,Volatility
48698,1,0.995141186,-0.0049,Volatility
48699,1,1.001083823,0.0011,Volatility
48700,1,1.022391151,0.0224,Volatility
48701,1,1.009383383,0.0094,Volatility
48702,1,1.005730576,0.0057,Volatility
48703,1,0.98847886,-0.0115,Volatility
48704,1,1.008390143,0.0084,Volatility
48705,1,1.001249123,0.0012,Volatility
48706,1,0.99891883,-0.0011,Volatility
48707,1,1.00022863,0.0002,Volatility
48708,1,1.015094985,0.0151,Volatility
48709,1,1.003374202,0.0034,Volatility
48710,1,1.001243519,0.0012,Volatility
48711,1,0.998561494,-0.0014,Volatility
48712,1,1.004206817,0.0042,Volatility
48713,1,0.991646267,-0.0084,Volatility
48714,1,0.987690845,-0.0123,Volatility
48715,1,1.0183302,0.0183,Volatility
48716,1,1.007573613,0.0076,Volatility
48717,1,1.004332637,0.0043,Volatility
48718,1,1.006138136,0.0061,Volatility
48719,1,1.018670571,0.0187,Volatility
48720,1,0.985029334,-0.015,Volatility
48721,1,1.019482627,0.0195,Volatility
48722,1,0.986982221,-0.013,Volatility
48723,1,1.015471898,0.0155,Volatility
48724,1,0.978313362,-0.0217,Volatility
48725,1,0.982367948,-0.0176,Volatility
48726,1,0.995625125,-0.0044,Volatility
48727,1,0.98797345,-0.012,Volatility
48728,1,1.013536397,0.0135,Volatility
48729,1,0.998212841,-0.0018,Volatility
48730,1,1.024882881,0.0249,Volatility
48731,1,1.002675364,0.0027,Volatility
48732,1,1.003246763,0.0032,Volatility
48733,1,1.002037152,0.002,Volatility
48734,1,0.971792765,-0.0282,Volatility
48735,1,1.012633198,0.0126,Volatility
48736,1,0.997278157,-0.0027,Volatility
48737,1,0.993612734,-0.0064,Volatility
48738,1,0.977722559,-0.0223,Volatility
48739,1,1.008325823,0.0083,Volatility
48740,1,0.985949063,-0.0141,Volatility
48741,1,0.997447458,-0.0026,Volatility
48742,1,0.986220293,-0.0138,Volatility
48743,1,1.015662197,0.0157,Volatility
48744,1,0.982735483,-0.0173,Volatility
48745,1,0.976579186,-0.0234,Volatility
48746,1,1.006449809,0.0064,Volatility
48747,1,0.986071231,-0.0139,Volatility
48748,1,0.970818452,-0.0292,Volatility
48749,1,1.036575941,0.0366,Volatility
48750,1,0.99152197,-0.0085,Volatility
48751,1,1.007570631,0.0076,Volatility
48752,1,0.996354335,-0.0036,Volatility
48753,1,0.992202733,-0.0078,Volatility
48754,1,1.002780843,0.0028,Volatility
48755,1,1.009371136,0.0094,Volatility
48756,1,0.994114582,-0.0059,Volatility
48757,1,0.998929781,-0.0011,Volatility
48758,1,0.99145996,-0.0085,Volatility
48759,1,1.011948283,0.0119,Volatility
48760,1,0.989097796,-0.0109,Volatility
48761,1,0.986266231,-0.0137,Volatility
48762,1,0.982857899,-0.0171,Volatility
48763,1,0.974524584,-0.0255,Volatility
48764,1,1.018542447,0.0185,Volatility
48765,1,1.00389842,0.0039,Volatility
48766,1,1.014553024,0.0146,Volatility
48767,1,1.007378836,0.0074,Volatility
48768,1,1.028078353,0.0281,Volatility
48769,1,1.00781823,0.0078,Volatility
48770,1,0.978164467,-0.0218,Volatility
48771,1,1.008550796,0.0086,Volatility
48772,1,0.992475868,-0.0075,Volatility
48773,1,0.95718806,-0.0428,Volatility
48774,1,1.004611065,0.0046,Volatility
48775,1,0.985349866,-0.0147,Volatility
48776,1,1.025231536,0.0252,Volatility
48777,1,1.000192855,0.0002,Volatility
48778,1,0.986249249,-0.0138,Volatility
48779,1,1.025221277,0.0252,Volatility
48780,1,0.995306109,-0.0047,Volatility
48781,1,1.012391714,0.0124,Volatility
48782,1,0.985043314,-0.015,Volatility
48783,1,1.012907872,0.0129,Volatility
48784,1,0.996518357,-0.0035,Volatility
48785,1,1.011210324,0.0112,Volatility
48786,1,0.996699154,-0.0033,Volatility
48787,1,1.008425943,0.0084,Volatility
48788,1,0.99211379,-0.0079,Volatility
48789,1,1.009384658,0.0094,Volatility
48790,1,1.025943746,0.0259,Volatility
48791,1,1.005178917,0.0052,Volatility
48792,1,0.980627206,-0.0194,Volatility
48793,1,1.004063124,0.0041,Volatility
48794,1,0.97726493,-0.0227,Volatility
48795,1,0.991373399,-0.0086,Volatility
48796,1,0.998165652,-0.0018,Volatility
48797,1,1.008775468,0.0088,Volatility
48798,1,0.994749663,-0.0053,Volatility
48799,1,1.01825746,0.0183,Volatility
48800,1,0.984864462,-0.0151,Volatility
48801,1,0.991021351,-0.009,Volatility
48802,1,1.003395635,0.0034,Volatility
48803,1,0.994578209,-0.0054,Volatility
48804,1,1.007569308,0.0076,Volatility
48805,1,0.986691822,-0.0133,Volatility
48806,1,1.010559059,0.0106,Volatility
48807,1,0.992297167,-0.0077,Volatility
48808,1,0.982389605,-0.0176,Volatility
48809,1,0.996559146,-0.0034,Volatility
48810,1,0.994193597,-0.0058,Volatility
48811,1,1.002165394,0.0022,Volatility
48812,1,1.001357097,0.0014,Volatility
48813,1,0.987482952,-0.0125,Volatility
48814,1,0.991001949,-0.009,Volatility
48815,1,0.985487913,-0.0145,Volatility
48816,1,1.024313155,0.0243,Volatility
48817,1,0.992502451,-0.0075,Volatility
48818,1,0.996982267,-0.003,Volatility
48819,1,1.007982376,0.008,Volatility
48820,1,0.996351554,-0.0036,Volatility
48821,1,1.011064798,0.0111,Volatility
48822,1,0.993992038,-0.006,Volatility
48823,1,1.021437248,0.0214,Volatility
48824,1,1.015214706,0.0152,Volatility
48825,1,0.974622969,-0.0254,Volatility
48826,1,0.995935613,-0.0041,Volatility
48827,1,0.981860167,-0.0181,Volatility
48828,1,0.982884402,-0.0171,Volatility
48829,1,1.031437042,0.0314,Volatility
48830,1,0.999536463,-0.0005,Volatility
48831,1,1.023765918,0.0238,Volatility
48832,1,1.005579437,0.0056,Volatility
48833,1,1.002909514,0.0029,Volatility
48834,1,0.978201619,-0.0218,Volatility
48835,1,1.00022313,0.0002,Volatility
48836,1,1.013209255,0.0132,Volatility
48837,1,0.998711122,-0.0013,Volatility
48838,1,1.040715255,0.0407,Volatility
48839,1,1.017982412,0.018,Volatility
48840,1,1.012182243,0.0122,Volatility
48841,1,1.022010015,0.022,Volatility
48842,1,1.027020802,0.027,Volatility
48843,1,0.984699365,-0.0153,Volatility
48844,1,1.000827247,0.0008,Volatility
48845,1,0.989983648,-0.01,Volatility
48846,1,0.999735646,-0.0003,Volatility
48847,1,1.016728337,0.0167,Volatility
48848,1,0.988891112,-0.0111,Volatility
48849,1,1.004909158,0.0049,Volatility
48850,1,1.004920578,0.0049,Volatility
48851,1,0.987288259,-0.0127,Volatility
48852,1,1.012976629,0.013,Volatility
48853,1,1.031325679,0.0313,Volatility
48854,1,0.990028332,-0.01,Volatility
48855,1,1.009013183,0.009,Volatility
48856,1,1.024615827,0.0246,Volatility
48857,1,1.003523957,0.0035,Volatility
48858,1,1.000050261,0.0001,Volatility
48859,1,1.037411014,0.0374,Volatility
48860,1,1.001940332,0.0019,Volatility
48861,1,1.001784136,0.0018,Volatility
48862,1,0.990079648,-0.0099,Volatility
48863,1,1.000622128,0.0006,Volatility
48864,1,0.990989103,-0.009,Volatility
48865,1,1.010431603,0.0104,Volatility
48866,1,0.99474901,-0.0053,Volatility
48867,1,1.004878454,0.0049,Volatility
48868,1,1.031243786,0.0312,Volatility
48869,1,1.000703818,0.0007,Volatility
48870,1,0.99875841,-0.0012,Volatility
48871,1,0.991525547,-0.0085,Volatility
48872,1,1.024901426,0.0249,Volatility
48873,1,1.010466916,0.0105,Volatility
48874,1,1.005118135,0.0051,Volatility
48875,1,0.982078945,-0.0179,Volatility
48876,1,0.979501097,-0.0205,Volatility
48877,1,0.986775429,-0.0132,Volatility
48878,1,0.986824891,-0.0132,Volatility
48879,1,0.993502562,-0.0065,Volatility
48880,1,1.007751547,0.0078,Volatility
48881,1,1.01654938,0.0165,Volatility
48882,1,0.99032916,-0.0097,Volatility
48883,1,1.014160581,0.0142,Volatility
48884,1,1.002704879,0.0027,Volatility
48885,1,1.000201418,0.0002,Volatility
48886,1,1.003292129,0.0033,Volatility
48887,1,1.012239235,0.0122,Volatility
48888,1,0.985253555,-0.0147,Volatility
48889,1,0.980908178,-0.0191,Volatility
48890,1,1.011061959,0.0111,Volatility
48891,1,1.030690593,0.0307,Volatility
48892,1,0.996871448,-0.0031,Volatility
48893,1,1.039496289,0.0395,Volatility
48894,1,0.976615443,-0.0234,Volatility
48895,1,1.013660792,0.0137,Volatility
48896,1,0.98984029,-0.0102,Volatility
48897,1,0.962042035,-0.038,Volatility
48898,1,0.996784255,-0.0032,Volatility
48899,1,1.001806164,0.0018,Volatility
48900,1,1.002900787,0.0029,Volatility
48901,1,1.01335468,0.0134,Volatility
48902,1,0.990220848,-0.0098,Volatility
48903,1,1.014223991,0.0142,Volatility
48904,1,0.991584102,-0.0084,Volatility
48905,1,0.995241177,-0.0048,Volatility
48906,1,0.981538703,-0.0185,Volatility
48907,1,0.965286368,-0.0347,Volatility
48908,1,1.00117926,0.0012,Volatility
48909,1,0.974182081,-0.0258,Volatility
48910,1,1.003994366,0.004,Volatility
48911,1,0.989741401,-0.0103,Volatility
48912,1,0.984709179,-0.0153,Volatility
48913,1,0.993565108,-0.0064,Volatility
48914,1,1.006606079,0.0066,Volatility
48915,1,0.970845205,-0.0292,Volatility
48916,1,0.994774271,-0.0052,Volatility
48917,1,1.011290108,0.0113,Volatility
48918,1,1.002732557,0.0027,Volatility
48919,1,0.987216995,-0.0128,Volatility
48920,1,0.985373854,-0.0146,Volatility
48921,1,1.023164453,0.0232,Volatility
48922,1,1.017917394,0.0179,Volatility
48923,1,0.986827186,-0.0132,Volatility
48924,1,1.003074827,0.0031,Volatility
48925,1,1.016095441,0.0161,Volatility
48926,1,0.987443144,-0.0126,Volatility
48927,1,1.022599035,0.0226,Volatility
48928,1,1.004583406,0.0046,Volatility
48929,1,1.02994727,0.0299,Volatility
48930,1,1.00043024,0.0004,Volatility
48931,1,0.978209332,-0.0218,Volatility
48932,1,0.993450251,-0.0065,Volatility
48933,1,1.008094087,0.0081,Volatility
48934,1,1.005407108,0.0054,Volatility
48935,1,1.000169395,0.0002,Volatility
48936,1,0.980733488,-0.0193,Volatility
48937,1,1.010002921,0.01,Volatility
48938,1,1.008301673,0.0083,Volatility
48939,1,1.014952292,0.015,Volatility
48940,1,1.024364135,0.0244,Volatility
48941,1,0.981409588,-0.0186,Volatility
48942,1,0.981079874,-0.0189,Volatility
48943,1,0.998349992,-0.0017,Volatility
48944,1,0.996558438,-0.0034,Volatility
48945,1,1.006871904,0.0069,Volatility
48946,1,0.990846626,-0.0092,Volatility
48947,1,0.994137041,-0.0059,Volatility
48948,1,1.012748944,0.0127,Volatility
48949,1,1.023154762,0.0232,Volatility
48950,1,1.031370148,0.0314,Volatility
48951,1,1.000844491,0.0008,Volatility
48952,1,1.041983735,0.042,Volatility
48953,1,1.008948647,0.0089,Volatility
48954,1,0.989441333,-0.0106,Volatility
48955,1,0.999998004,0,Volatility
48956,1,1.001353923,0.0014,Volatility
48957,1,0.994857287,-0.0051,Volatility
48958,1,1.014153726,0.0142,Volatility
48959,1,0.984419559,-0.0156,Volatility
48960,1,0.988749426,-0.0113,Volatility
48961,1,1.008487117,0.0085,Volatility
48962,1,1.021747642,0.0217,Volatility
48963,1,1.0074937,0.0075,Volatility
48964,1,0.997901736,-0.0021,Volatility
48965,1,0.990171387,-0.0098,Volatility
48966,1,1.007866478,0.0079,Volatility
48967,1,1.012968402,0.013,Volatility
48968,1,0.9956671,-0.0043,Volatility
48969,1,1.019862497,0.0199,Volatility
48970,1,0.996258916,-0.0037,Volatility
48971,1,1.005291897,0.0053,Volatility
48972,1,0.992182376,-0.0078,Volatility
48973,1,1.019405541,0.0194,Volatility
48974,1,0.992473448,-0.0075,Volatility
48975,1,1.023521069,0.0235,Volatility
48976,1,0.996872726,-0.0031,Volatility
48977,1,0.988347291,-0.0117,Volatility
48978,1,0.987834277,-0.0122,Volatility
48979,1,1.022999422,0.023,Volatility
48980,1,1.007104995,0.0071,Volatility
48981,1,0.9783891,-0.0216,Volatility
48982,1,0.998684948,-0.0013,Volatility
48983,1,1.035901122,0.0359,Volatility
48984,1,1.005071031,0.0051,Volatility
48985,1,0.987376382,-0.0126,Volatility
48986,1,0.97515738,-0.0248,Volatility
48987,1,0.988523421,-0.0115,Volatility
48988,1,1.024303584,0.0243,Volatility
48989,1,1.006343395,0.0063,Volatility
48990,1,0.98447937,-0.0155,Volatility
48991,1,1.004630679,0.0046,Volatility
48992,1,1.012317386,0.0123,Volatility
48993,1,0.989645927,-0.0104,Volatility
48994,1,0.998803203,-0.0012,Volatility
48995,1,1.001398823,0.0014,Volatility
48996,1,0.964202865,-0.0358,Volatility
48997,1,0.996949039,-0.0031,Volatility
48998,1,0.98174444,-0.0183,Volatility
48999,1,1.004939567,0.0049,Volatility
49000,1,1.006560984,0.0066,Volatility
49001,1,1.028910305,0.0289,Volatility
49002,1,0.991089803,-0.0089,Volatility
49003,1,0.998324535,-0.0017,Volatility
49004,1,0.992764592,-0.0072,Volatility
49005,1,0.998966095,-0.001,Volatility
49006,1,0.992801111,-0.0072,Volatility
49007,1,1.002963586,0.003,Volatility
49008,1,0.987595255,-0.0124,Volatility
49009,1,0.990437017,-0.0096,Volatility
49010,1,1.019922334,0.0199,Volatility
49011,1,1.004071232,0.0041,Volatility
49012,1,1.004130568,0.0041,Volatility
49013,1,0.985516263,-0.0145,Volatility
49014,1,0.999383373,-0.0006,Volatility
49015,1,0.995267498,-0.0047,Volatility
49016,1,1.005273963,0.0053,Volatility
49017,1,0.98355721,-0.0164,Volatility
49018,1,1.004014262,0.004,Volatility
49019,1,1.001551082,0.0016,Volatility
49020,1,0.992581627,-0.0074,Volatility
49021,1,1.003314947,0.0033,Volatility
49022,1,1.033140396,0.0331,Volatility
49023,1,0.979473259,-0.0205,Volatility
49024,1,0.999054623,-0.0009,Volatility
49025,1,1.021602299,0.0216,Volatility
49026,1,0.989068968,-0.0109,Volatility
49027,1,1.006179771,0.0062,Volatility
49028,1,1.014168346,0.0142,Volatility
49029,1,1.004713381,0.0047,Volatility
49030,1,1.022440965,0.0224,Volatility
49031,1,0.976945016,-0.0231,Volatility
49032,1,1.002479526,0.0025,Volatility
49033,1,0.987672169,-0.0123,Volatility
49034,1,1.008221586,0.0082,Volatility
49035,1,0.993528598,-0.0065,Volatility
49036,1,0.999632465,-0.0004,Volatility
49037,1,0.980027619,-0.02,Volatility
49038,1,0.977165985,-0.0228,Volatility
49039,1,0.99522402,-0.0048,Volatility
49040,1,0.993089481,-0.0069,Volatility
49041,1,1.006610402,0.0066,Volatility
49042,1,0.983867078,-0.0161,Volatility
49043,1,0.975862434,-0.0241,Volatility
49044,1,0.999810969,-0.0002,Volatility
49045,1,1.000479719,0.0005,Volatility
49046,1,1.01539367,0.0154,Volatility
49047,1,0.994648585,-0.0054,Volatility
49048,1,0.975486553,-0.0245,Volatility
49049,1,0.994422055,-0.0056,Volatility
49050,1,1.009807461,0.0098,Volatility
49051,1,0.993293164,-0.0067,Volatility
49052,1,0.976528002,-0.0235,Volatility
49053,1,0.992501407,-0.0075,Volatility
49054,1,1.006023768,0.006,Volatility
49055,1,1.015959344,0.016,Volatility
49056,1,0.998571966,-0.0014,Volatility
49057,1,1.006529219,0.0065,Volatility
49058,1,1.015680501,0.0157,Volatility
49059,1,1.008758203,0.0088,Volatility
49060,1,1.011041367,0.011,Volatility
49061,1,1.017083378,0.0171,Volatility
49062,1,0.995306555,-0.0047,Volatility
49063,1,1.001065133,0.0011,Volatility
49064,1,1.003783828,0.0038,Volatility
49065,1,0.993184956,-0.0068,Volatility
49066,1,1.026163683,0.0262,Volatility
49067,1,0.979200043,-0.0208,Volatility
49068,1,1.00854944,0.0085,Volatility
49069,1,0.996628412,-0.0034,Volatility
49070,1,0.996087599,-0.0039,Volatility
49071,1,1.01069112,0.0107,Volatility
49072,1,1.000326346,0.0003,Volatility
49073,1,0.993449067,-0.0066,Volatility
49074,1,0.991227123,-0.0088,Volatility
49075,1,0.9827395,-0.0173,Volatility
49076,1,0.978260328,-0.0217,Volatility
49077,1,1.00805933,0.0081,Volatility
49078,1,1.018264333,0.0183,Volatility
49079,1,1.00044796,0.0004,Volatility
49080,1,0.982888479,-0.0171,Volatility
49081,1,1.004440508,0.0044,Volatility
49082,1,0.980887056,-0.0191,Volatility
49083,1,0.998674515,-0.0013,Volatility
49084,1,0.975964175,-0.024,Volatility
49085,1,0.965347776,-0.0347,Volatility
49086,1,1.007507635,0.0075,Volatility
49087,1,1.006719396,0.0067,Volatility
49088,1,0.994620821,-0.0054,Volatility
49089,1,1.020501093,0.0205,Volatility
49090,1,1.01702087,0.017,Volatility
49091,1,1.023482868,0.0235,Volatility
49092,1,1.004350609,0.0044,Volatility
49093,1,0.995940237,-0.0041,Volatility
49094,1,1.005038639,0.005,Volatility
49095,1,1.019473845,0.0195,Volatility
49096,1,0.99655848,-0.0034,Volatility
49097,1,1.001857583,0.0019,Volatility
49098,1,1.01498771,0.015,Volatility
49099,1,1.005004368,0.005,Volatility
49100,1,0.986345458,-0.0137,Volatility
49101,1,1.020329344,0.0203,Volatility
49102,1,1.012142977,0.0121,Volatility
49103,1,1.013773464,0.0138,Volatility
49104,1,1.012249883,0.0122,Volatility
49105,1,1.001102622,0.0011,Volatility
49106,1,0.996229456,-0.0038,Volatility
49107,1,1.020424501,0.0204,Volatility
49108,1,0.999005964,-0.001,Volatility
49109,1,1.012011373,0.012,Volatility
49110,1,1.018264249,0.0183,Volatility
49111,1,0.997500236,-0.0025,Volatility
49112,1,1.01007159,0.0101,Volatility
49113,1,0.98220287,-0.0178,Volatility
49114,1,0.98284422,-0.0172,Volatility
49115,1,0.976900256,-0.0231,Volatility
49116,1,0.99888802,-0.0011,Volatility
49117,1,0.990893865,-0.0091,Volatility
49118,1,1.00414366,0.0041,Volatility
49119,1,0.992147852,-0.0079,Volatility
49120,1,1.044881062,0.0449,Volatility
49121,1,0.994593518,-0.0054,Volatility
49122,1,1.004251475,0.0043,Volatility
49123,1,0.997716202,-0.0023,Volatility
49124,1,0.99019718,-0.0098,Volatility
49125,1,0.999956284,0,Volatility
49126,1,0.996532625,-0.0035,Volatility
49127,1,0.982678653,-0.0173,Volatility
49128,1,1.014238772,0.0142,Volatility
49129,1,1.014648154,0.0146,Volatility
49130,1,0.996849003,-0.0032,Volatility
49131,1,0.98437638,-0.0156,Volatility
49132,1,1.003101087,0.0031,Volatility
